0 0 -0.610193 -0.767484 -0.869616 -0.863292 -0.790695 -0.607987 -0.424501 -0.219324 -0.00960816 0.248869 0.408603 0.527139 0.610174 0.613751 0.569725 0.44824 0.322278 0.179042 -0.0179202 -0.155099 -0.272017 -0.38328 -0.427188 -0.435488 -0.394216 -0.329817 -0.244134 -0.110867 -0.00790999 0.0882851 0.193533 0.248118 0.278183 0.278924 0.252096 
0.5 0.309017 -0.245592 -0.531324 -0.756899 -0.83319 -0.83689 -0.740579 -0.605626 -0.431963 -0.235403 0.0336829 0.220269 0.378579 0.52801 0.585772 0.594817 0.535484 0.445464 0.326488 0.141834 -0.00105353 -0.135229 -0.283862 -0.363047 -0.409431 -0.41792 -0.386371 -0.327063 -0.216045 -0.118986 -0.0194271 0.103251 0.17863 0.23384 0.270814 0.270121 
1 0.587785 0.176446 -0.184957 -0.541154 -0.707755 -0.795118 -0.798803 -0.726716 -0.602022 -0.438042 -0.184769 0.0103864 0.192965 0.394162 0.500454 0.561685 0.570312 0.525045 0.441974 0.287705 0.153095 0.0147963 -0.156661 -0.263378 -0.343318 -0.400785 -0.405244 -0.378237 -0.300596 -0.219216 -0.126384 0.00119574 0.0896163 0.164263 0.233659 0.259235 
1.5 0.809017 0.507342 0.188939 -0.236601 -0.486336 -0.659715 -0.772281 -0.773549 -0.711734 -0.597179 -0.384936 -0.200431 -0.0115041 0.221741 0.366151 0.473572 0.549314 0.553231 0.514197 0.405414 0.292258 0.163373 -0.0141257 -0.137931 -0.24361 -0.344453 -0.384524 -0.392534 -0.356043 -0.298511 -0.221766 -0.102227 -0.00979675 0.0766208 0.171283 0.220508 
2 0.951057 0.74023 0.504354 0.103538 -0.191542 -0.436435 -0.656388 -0.736686 -0.74752 -0.695719 -0.546621 -0.39126 -0.214682 0.0276686 0.196031 0.339113 0.474548 0.527264 0.536088 0.483437 0.402812 0.295957 0.129792 0.00101596 -0.12006 -0.254419 -0.326201 -0.368485 -0.376825 -0.348912 -0.295965 -0.196535 -0.10948 -0.0201114 0.0901039 0.157915 
2.5 1 0.89256 0.733241 0.41535 0.128797 -0.151319 -0.457419 -0.613891 -0.701265 -0.720963 -0.652498 -0.542608 -0.396261 -0.168895 0.00682238 0.171505 0.353346 0.449692 0.505505 0.51414 0.473937 0.399571 0.261004 0.139863 0.0152409 -0.139488 -0.235966 -0.308408 -0.360826 -0.365351 -0.341523 -0.27221 -0.199328 -0.116082 -0.00156296 0.0778809 
3 0.951057 0.957521 0.87565 0.658283 0.422141 0.152261 -0.197521 -0.41438 -0.572978 -0.666288 -0.689506 -0.637957 -0.537469 -0.348259 -0.182719 -0.012728 0.197616 0.328129 0.425453 0.494519 0.498672 0.464073 0.366668 0.265019 0.149049 -0.0109058 -0.12264 -0.218161 -0.309562 -0.346137 -0.353849 -0.321632 -0.270269 -0.201562 -0.094373 -0.0114049 
3.5 0.809017 0.928753 0.929509 0.817268 0.651923 0.428945 0.0872831 -0.161343 -0.373998 -0.533687 -0.650582 -0.665303 -0.622655 -0.491896 -0.353476 -0.195239 0.0227372 0.174543 0.303801 0.426509 0.474601 0.483152 0.436441 0.364234 0.268268 0.118743 0.00268677 -0.106568 -0.228024 -0.293099 -0.331651 -0.339812 -0.315149 -0.267914 -0.178904 -0.100845 
4 0.587785 0.809072 0.892162 0.888009 0.800632 0.645377 0.356822 0.1112 -0.127904 -0.336031 -0.536786 -0.618959 -0.640926 -0.584082 -0.487647 -0.357496 -0.15385 0.00414622 0.152554 0.316806 0.404101 0.454951 0.463498 0.427798 0.361227 0.236768 0.127749 0.0154529 -0.124179 -0.211401 -0.277052 -0.324873 -0.329426 -0.308437 -0.246601 -0.18136 
4.5 0.309017 0.610193 0.767484 0.869573 0.862113 0.783395 0.577514 0.366609 0.133104 -0.0969069 -0.359002 -0.501437 -0.587921 -0.613562 -0.570403 -0.482441 -0.314213 -0.16599 -0.013258 0.176252 0.294128 0.382258 0.4452 0.449494 0.418831 0.331618 0.240307 0.135959 -0.00818463 -0.109025 -0.195365 -0.278214 -0.311605 -0.319018 -0.290617 -0.244794 
5 5.35898e-08 0.351585 0.56768 0.765626 0.835992 0.835859 0.727563 0.574034 0.375229 0.153131 -0.137778 -0.324596 -0.467417 -0.57523 -0.591557 -0.556161 -0.441564 -0.318488 -0.176947 0.0188373 0.155581 0.272264 0.383373 0.427215 0.43545 0.394011 0.329344 0.243158 0.108608 0.0040168 -0.0945706 -0.204365 -0.263365 -0.298523 -0.306482 -0.284724 
5.5 -0.309017 0.0585606 0.312307 0.586695 0.727203 0.802659 0.796309 0.712774 0.569922 0.382663 0.0995375 -0.108963 -0.292005 -0.47156 -0.547155 -0.569524 -0.52192 -0.437288 -0.321703 -0.139586 0.00229455 0.135899 0.284146 0.363187 0.40948 0.417852 0.386151 0.326558 0.21477 0.116663 0.0154732 -0.110535 -0.189393 -0.248894 -0.292531 -0.297082 
6 -0.587785 -0.240196 0.0263628 0.350331 0.547078 0.689624 0.781574 0.772354 0.697642 0.565139 0.323664 0.11918 -0.0820616 -0.313209 -0.440673 -0.519652 -0.545713 -0.509286 -0.432205 -0.282772 -0.150229 -0.0131706 0.157399 0.263774 0.34352 0.400831 0.405179 0.378003 0.299913 0.21789 0.124 -0.00589593 -0.0969052 -0.17495 -0.250055 -0.280547 
6.5 -0.809017 -0.51544 -0.262162 0.0796754 0.313382 0.508764 0.687924 0.750778 0.748338 0.682187 0.508448 0.332226 0.137154 -0.118209 -0.283327 -0.410903 -0.509196 -0.525879 -0.496218 -0.395645 -0.286282 -0.159812 0.0158465 0.138903 0.244145 0.344673 0.384601 0.392477 0.355711 0.297795 0.220391 0.0993164 0.0050564 -0.0839069 -0.183165 -0.236663 
7 -0.951056 -0.74023 -0.525024 -0.19878 0.0490088 0.278044 0.526092 0.653041 0.720306 0.724325 0.634404 0.505686 0.339545 0.0904021 -0.093051 -0.254924 -0.415395 -0.484268 -0.506078 -0.465868 -0.391485 -0.288861 -0.12614 0.00114271 0.121307 0.254995 0.326503 0.368605 0.376723 0.348567 0.295217 0.194808 0.106519 0.0153372 -0.0983798 -0.169679 
7.5 -1 -0.89256 -0.736493 -0.457777 -0.220162 0.0200977 0.312524 0.490322 0.618923 0.690218 0.690184 0.621341 0.502136 0.288041 0.107867 -0.069484 -0.274234 -0.388224 -0.459864 -0.485295 -0.454316 -0.386639 -0.253908 -0.135473 -0.0125889 0.140795 0.236711 0.308809 0.360934 0.365262 0.341169 0.271241 0.197558 0.113076 -0.00398157 -0.0861209 
