0 0 0.339919 0.639576 0.863274 0.984333 0.988279 0.874571 0.656674 0.360467 0.0211646 -0.320864 -0.624901 -0.854727 -0.982936 -0.994203 -0.887116 -0.67435 -0.381171 -0.0424358 0.301558 0.60986 0.845745 0.981086 0.999709 0.899326 0.691816 0.401817 0.0638045 -0.28201 -0.594461 -0.83633 -0.97878 
0.5 0.309017 0.613998 0.846068 0.977552 0.992738 0.889745 0.680763 0.390609 0.0537745 -0.289667 -0.598831 -0.836892 -0.975464 -0.99799 -0.901717 -0.698034 -0.411125 -0.0750955 0.270078 0.583309 0.827286 0.972922 1.00282 0.913345 0.715082 0.431566 0.0964995 -0.25026 -0.567436 -0.817251 -0.969923 -1.00722 
1 0.587785 0.827976 0.96974 0.996142 0.903966 0.704116 0.420318 0.0863075 -0.258181 -0.572143 -0.818181 -0.966963 -1.00072 -0.915353 -0.720964 -0.440624 -0.107656 0.238331 0.556155 0.807961 0.963731 1.00486 0.926387 0.737576 0.46084 0.129072 -0.218264 -0.539827 -0.797318 -0.960044 -1.00857 -0.93706 
1.5 0.809017 0.960905 0.998488 0.917221 0.726709 0.449564 0.118729 -0.226442 -0.544865 -0.798614 -0.957442 -1.00238 -0.928012 -0.743116 -0.469638 -0.140082 0.206351 0.528429 0.787792 0.953525 1.00584 0.938439 0.759275 0.489608 0.161489 -0.186056 -0.511662 -0.776552 -0.949153 -1.00886 -0.948498 -0.775178 
2 0.951057 0.999774 0.929496 0.748517 0.478316 0.151006 -0.194482 -0.517026 -0.778213 -0.946912 -1.00298 -0.939678 -0.764466 -0.498136 -0.17234 0.174172 0.500159 0.7668 0.942314 1.00575 0.949489 0.780156 0.517839 0.193714 -0.153671 -0.482972 -0.754975 -0.937263 -1.00808 -0.958923 -0.795576 -0.537416 
2.5 1 0.940778 0.769519 0.506543 0.183102 -0.162335 -0.488655 -0.756999 -0.935384 -1.00252 -0.950342 -0.784994 -0.52609 -0.204396 0.141827 0.471376 0.745008 0.930111 1.0046 0.959527 0.800197 0.545505 0.225714 -0.121142 -0.453788 -0.732612 -0.924386 -1.00623 -0.968326 -0.815119 -0.564779 -0.247047 
3 0.951057 0.789693 0.534216 0.214985 -0.130035 -0.459784 -0.734996 -0.922872 -1.00099 -0.959992 -0.804677 -0.553469 -0.236216 0.109352 0.442111 0.722439 0.91693 1.00238 0.968541 0.819377 0.572575 0.257456 -0.0885051 -0.42414 -0.709485 -0.910538 -1.00331 -0.976696 -0.833787 -0.591526 -0.278696 0.0675038 
3.5 0.809017 0.561307 0.246621 -0.0976174 -0.430443 -0.712227 -0.90939 -0.998409 -0.968619 -0.823495 -0.580244 -0.267766 0.0767803 0.412396 0.699119 0.902785 0.999096 0.976523 0.837678 0.599022 0.288906 -0.055794 -0.394061 -0.68562 -0.895733 -0.999334 -0.984026 -0.851559 -0.617631 -0.31003 0.034667 0.375447 
4 0.587785 0.277976 -0.065116 -0.400664 -0.688717 -0.894952 -0.994767 -0.976213 -0.841429 -0.606388 -0.299013 0.0441474 0.382261 0.675071 0.887691 0.994759 0.983465 0.85508 0.624818 0.32003 -0.0230436 -0.363583 -0.661044 -0.879987 -0.9943 -0.990309 -0.868417 -0.643065 -0.341017 0.0018135 0.344637 0.646639 
4.5 0.309017 -0.0325653 -0.370479 -0.664491 -0.879574 -0.990073 -0.982769 -0.85846 -0.631874 -0.329924 0.0114875 0.351739 0.650323 0.871666 0.989371 0.98936 0.871565 0.649936 0.350796 0.00971121 -0.332737 -0.635781 -0.863319 -0.988215 -0.995538 -0.884345 -0.667802 -0.371623 -0.031022 0.31348 0.620871 0.854552 
