10 -1.0718e-07 -0.18541 -0.359931 -0.517668 -0.653457 -0.763028 -0.843137 -0.891652 -0.907607 -0.891203 -0.843779 -0.767735 -0.666423 -0.544007 -0.405296 -0.255562 -0.100339 0.0547724 0.20431 0.343135 0.466606 0.570723 0.652209 0.708527 0.737877 0.739212 0.712339 0.658082 0.578451 0.476725 0.357385 0.225896 0.0883409 -0.0489958 -0.180049 -0.299335 -0.402212 -0.485057 -0.545332 -0.581593 -0.593441 -0.581438 -0.547007 -0.492316 -0.420156 -0.333813 -0.236935 -0.133402 -0.0271847 0.0777866 0.177751 0.26924 0.349181 0.415 0.464687 0.496855 0.510776 0.506379 0.484247 0.445575 
10.5 0.309017 0.123607 -0.0618035 -0.24068 -0.406873 -0.554823 -0.679746 -0.777781 -0.846104 -0.883006 -0.887924 -0.861437 -0.805216 -0.72194 -0.61518 -0.48925 -0.349037 -0.199818 -0.0470639 0.10376 0.247385 0.378918 0.494001 0.588926 0.660687 0.707001 0.726328 0.717934 0.682023 0.61988 0.533987 0.428026 0.306748 0.175704 0.040884 -0.091676 -0.216271 -0.327836 -0.422169 -0.496067 -0.547383 -0.575018 -0.57887 -0.559752 -0.519291 -0.45981 -0.384212 -0.295846 -0.19838 -0.0956627 0.00840688 0.110014 0.205549 0.291729 0.365691 0.425089 0.468149 0.493725 0.501317 0.491075 
11 0.587785 0.420524 0.242374 0.0598674 -0.120461 -0.292308 -0.449817 -0.587775 -0.701778 -0.788374 -0.845153 -0.870815 -0.865188 -0.829205 -0.764846 -0.675046 -0.563568 -0.434849 -0.293831 -0.145771 0.00394797 0.15001 0.287355 0.411343 0.517892 0.603569 0.665628 0.702048 0.71158 0.693846 0.649466 0.580178 0.488887 0.379604 0.257264 0.127436 -0.00403126 -0.131375 -0.249252 -0.353002 -0.438841 -0.503966 -0.546597 -0.565961 -0.562236 -0.536469 -0.490473 -0.426716 -0.348194 -0.258305 -0.16072 -0.0592438 0.0423106 0.140254 0.231139 0.31187 0.379801 0.43281 0.469359 0.488534 
11.5 0.809017 0.676278 0.522826 0.354554 0.177742 -0.00117973 -0.175857 -0.340233 -0.488758 -0.61657 -0.719652 -0.794953 -0.84047 -0.855301 -0.839643 -0.794765 -0.722934 -0.627314 -0.511835 -0.381033 -0.239875 -0.0935814 0.0525735 0.193442 0.324182 0.440408 0.538305 0.614699 0.667108 0.693791 0.693824 0.667209 0.614991 0.539328 0.443494 0.331756 0.209164 0.0812467 -0.0463264 -0.168082 -0.279034 -0.374918 -0.452347 -0.508897 -0.543135 -0.554596 -0.543719 -0.511772 -0.460739 -0.393212 -0.312268 -0.221339 -0.124082 -0.0242464 0.0744537 0.168465 0.254508 0.329684 0.391559 0.438239 
12 0.951056 0.865833 0.7521 0.614535 0.458547 0.290064 0.115318 -0.0593869 -0.227895 -0.384413 -0.523707 -0.641274 -0.733481 -0.797675 -0.832251 -0.836686 -0.811533 -0.758374 -0.679738 -0.578996 -0.460218 -0.328013 -0.187354 -0.0433974 0.0987064 0.233992 0.357842 0.46612 0.555267 0.622372 0.665223 0.682384 0.673279 0.638306 0.57892 0.497664 0.398119 0.284746 0.162646 0.0372627 -0.0859438 -0.201798 -0.30567 -0.393676 -0.462808 -0.511004 -0.537159 -0.541095 -0.523501 -0.485844 -0.430265 -0.359467 -0.27659 -0.185085 -0.0885819 0.00923947 0.104775 0.194615 0.275656 0.345198 
12.5 1 0.970634 0.907753 0.814361 0.694466 0.552914 0.395204 0.227272 0.0552768 -0.114626 -0.276498 -0.424823 -0.554694 -0.661966 -0.743391 -0.796707 -0.820694 -0.815198 -0.781103 -0.720284 -0.635512 -0.530336 -0.408942 -0.275989 -0.136434 0.00465019 0.142255 0.271607 0.388315 0.488486 0.568818 0.626661 0.660095 0.668005 0.650186 0.607426 0.541569 0.455499 0.353047 0.238807 0.11788 -0.00441418 -0.122844 -0.23254 -0.329221 -0.409374 -0.470352 -0.510436 -0.528832 -0.525633 -0.50176 -0.458863 -0.399225 -0.325644 -0.241309 -0.149673 -0.0543254 0.0411346 0.133223 0.218683 
13 0.951057 0.980423 0.974549 0.934472 0.862405 0.761642 0.636405 0.491685 0.333037 0.166381 -0.00222322 -0.166788 -0.321609 -0.46146 -0.581764 -0.67874 -0.74952 -0.792225 -0.806009 -0.791065 -0.748597 -0.680746 -0.5905 -0.481565 -0.358219 -0.225148 -0.0872692 0.0504455 0.183143 0.306246 0.41559 0.507527 0.579007 0.62766 0.651867 0.650858 0.624799 0.574861 0.503244 0.413126 0.308534 0.194142 0.0750082 -0.0437033 -0.157005 -0.260335 -0.349758 -0.422115 -0.475108 -0.507342 -0.518317 -0.508382 -0.478671 -0.431003 -0.367788 -0.2919 -0.206564 -0.115221 -0.0214075 0.0713706 
13.5 0.809017 0.894241 0.94595 0.96311 0.945927 0.895814 0.815311 0.707967 0.578198 0.431101 0.272269 0.107574 -0.0570433 -0.215783 -0.363189 -0.494334 -0.604978 -0.691703 -0.752016 -0.784412 -0.788404 -0.76452 -0.714255 -0.640002 -0.54494 -0.432907 -0.308252 -0.175662 -0.0399976 0.0938865 0.221302 0.337875 0.439666 0.523271 0.585904 0.625482 0.640708 0.631162 0.597381 0.540899 0.464235 0.370815 0.264811 0.150929 0.0341498 -0.0805431 -0.188418 -0.285222 -0.367358 -0.432008 -0.477208 -0.501873 -0.505779 -0.489514 -0.454407 -0.402436 -0.336114 -0.258384 -0.172486 -0.0818389 
14 0.587785 0.720524 0.824754 0.897472 0.936854 0.942298 0.914408 0.854949 0.76676 0.653623 0.52011 0.371405 0.213106 0.0510166 -0.109063 -0.261539 -0.401216 -0.523473 -0.624411 -0.700974 -0.751037 -0.773457 -0.768094 -0.735791 -0.678317 -0.598291 -0.499061 -0.384575 -0.259228 -0.12769 0.00525606 0.134884 0.256678 0.366471 0.460551 0.535763 0.589594 0.620262 0.626802 0.60915 0.568199 0.505821 0.424817 0.328813 0.222083 0.109323 -0.00459668 -0.11489 -0.217089 -0.30725 -0.382105 -0.439167 -0.476791 -0.494184 -0.491382 -0.469197 -0.42914 -0.373325 -0.30436 -0.225236 
14.5 0.309017 0.476278 0.622826 0.743983 0.836076 0.896543 0.923996 0.918243 0.880267 0.812163 0.717039 0.598881 0.462396 0.312822 0.155739 -0.00314236 -0.15818 -0.304002 -0.435684 -0.54892 -0.640153 -0.706683 -0.746747 -0.759556 -0.745297 -0.705109 -0.641018 -0.555844 -0.453083 -0.33677 -0.211322 -0.081375 0.0483802 0.173359 0.289226 0.392021 0.478266 0.545063 0.590183 0.612154 0.610352 0.58506 0.537516 0.469897 0.385247 0.287348 0.180533 0.0694553 -0.0411516 -0.146714 -0.243036 -0.326477 -0.394091 -0.443711 -0.473995 -0.484427 -0.475289 -0.4476 -0.403035 -0.34383 
15 1.60769e-07 0.18541 0.359931 0.517668 0.653457 0.763028 0.843137 0.891652 0.907607 0.891203 0.843779 0.767735 0.666423 0.544007 0.405296 0.255562 0.100339 -0.0547724 -0.20431 -0.343135 -0.466606 -0.570734 -0.652303 -0.70897 -0.739321 -0.742907 -0.720228 -0.672702 -0.602587 -0.512884 -0.407216 -0.289679 -0.164697 -0.0368506 0.0892752 0.209246 0.318911 0.414524 0.492847 0.551248 0.587792 0.601328 0.591567 0.559137 0.505593 0.433385 0.345763 0.246625 0.140323 0.0314383 -0.0754531 -0.176003 -0.266287 -0.342969 -0.403414 -0.445762 -0.468961 -0.472758 -0.457663 -0.424886 
15.5 -0.309017 -0.123607 0.0618036 0.24068 0.406873 0.554823 0.679746 0.777781 0.846104 0.883006 0.887924 0.861437 0.805216 0.72194 0.61518 0.48925 0.349037 0.199818 0.0470639 -0.10376 -0.247385 -0.378918 -0.494008 -0.588985 -0.660976 -0.707983 -0.728937 -0.723712 -0.693106 -0.638795 -0.563249 -0.469629 -0.361659 -0.243482 -0.119503 0.00576395 0.127853 0.242488 0.345709 0.433992 0.504346 0.554414 0.582562 0.587965 0.570668 0.531623 0.47268 0.39653 0.306587 0.206829 0.101594 -0.00463409 -0.107455 -0.202755 -0.286883 -0.356802 -0.410178 -0.445448 -0.461834 -0.459331 
16 -0.587785 -0.420524 -0.242374 -0.0598673 0.120461 0.292308 0.449817 0.587775 0.701778 0.788374 0.845153 0.870815 0.865188 0.829205 0.764846 0.675046 0.563568 0.434849 0.293831 0.145771 -0.00394801 -0.15001 -0.287355 -0.411346 -0.51793 -0.603757 -0.666293 -0.703879 -0.715779 -0.702175 -0.664147 -0.603608 -0.52322 -0.426284 -0.316602 -0.198343 -0.0758787 0.0463603 0.164037 0.27304 0.369611 0.450452 0.512829 0.554669 0.574647 0.57226 0.547878 0.502759 0.439022 0.359561 0.267922 0.168125 0.0644697 -0.0386853 -0.137127 -0.226981 -0.304874 -0.368056 -0.414491 -0.442897 
16.5 -0.809017 -0.676278 -0.522826 -0.354554 -0.177742 0.00117978 0.175857 0.340233 0.488758 0.61657 0.719652 0.794953 0.84047 0.855301 0.839643 0.794765 0.722934 0.627314 0.511835 0.381033 0.239875 0.0935814 -0.0525736 -0.193442 -0.324185 -0.440432 -0.538427 -0.615147 -0.668386 -0.696822 -0.700034 -0.678502 -0.633565 -0.567358 -0.482713 -0.383047 -0.272224 -0.154417 -0.0339506 0.0848418 0.197761 0.300871 0.39062 0.463945 0.518379 0.55214 0.564212 0.554411 0.52342 0.472781 0.404849 0.322693 0.229952 0.130663 0.0290539 -0.0706545 -0.16445 -0.248704 -0.320316 -0.376821 
17 -0.951056 -0.865833 -0.7521 -0.614535 -0.458547 -0.290064 -0.115318 0.059387 0.227895 0.384413 0.523707 0.641274 0.733481 0.797675 0.832251 0.836686 0.811533 0.758374 0.679738 0.578996 0.460218 0.328012 0.187354 0.0433974 -0.0987064 -0.233993 -0.357856 -0.466199 -0.555567 -0.623259 -0.667397 -0.686979 -0.681893 -0.652896 -0.601574 -0.530258 -0.441931 -0.340107 -0.228693 -0.111848 0.00616607 0.121123 0.228972 0.325961 0.408751 0.474528 0.521095 0.546965 0.551433 0.534625 0.497519 0.441917 0.370382 0.286124 0.192847 0.0945713 -0.00456421 -0.100496 -0.189421 -0.267958 
17.5 -1 -0.970634 -0.907753 -0.814361 -0.694466 -0.552914 -0.395204 -0.227272 -0.0552767 0.114626 0.276498 0.424824 0.554694 0.661966 0.743391 0.796707 0.820694 0.815198 0.781103 0.720284 0.635512 0.530335 0.408942 0.275989 0.136434 -0.00465023 -0.142256 -0.271616 -0.388366 -0.488687 -0.56943 -0.62821 -0.663471 -0.674524 -0.661547 -0.625563 -0.56838 -0.492511 -0.401068 -0.297643 -0.186166 -0.0707667 0.0443671 0.15513 0.257628 0.348302 0.424038 0.482272 0.521088 0.539295 0.536493 0.513108 0.470393 0.410387 0.335829 0.25004 0.156759 0.059965 -0.0363115 -0.128177 
18 -0.951057 -0.980423 -0.974549 -0.934472 -0.862405 -0.761642 -0.636405 -0.491685 -0.333037 -0.166381 0.00222327 0.166788 0.321609 0.46146 0.581764 0.67874 0.74952 0.792225 0.806009 0.791065 0.748597 0.680746 0.5905 0.481565 0.358219 0.225148 0.0872691 -0.050446 -0.183148 -0.306279 -0.415724 -0.507947 -0.580105 -0.630125 -0.656764 -0.659634 -0.639192 -0.596704 -0.534188 -0.454316 -0.360312 -0.255824 -0.14479 -0.0312956 0.0805598 0.186801 0.283702 0.367903 0.436525 0.487263 0.518482 0.529289 0.51958 0.490068 0.442259 0.378401 0.301385 0.214609 0.121823 0.0269421 
18.5 -0.809017 -0.894241 -0.94595 -0.96311 -0.945927 -0.895814 -0.81531 -0.707967 -0.578198 -0.431101 -0.272269 -0.107574 0.0570434 0.215783 0.363189 0.494334 0.604978 0.691703 0.752016 0.784412 0.788404 0.76452 0.714255 0.640002 0.54494 0.432907 0.308252 0.175662 0.0399973 -0.09389 -0.221323 -0.337963 -0.439954 -0.524044 -0.587693 -0.629136 -0.647435 -0.642489 -0.615018 -0.56652 -0.499198 -0.415867 -0.319841 -0.21481 -0.104702 0.00645524 0.114663 0.216086 0.307176 0.384785 0.446272 0.489598 0.513412 0.517113 0.500886 0.46571 0.413325 0.346161 0.26723 0.179985 
19 -0.587785 -0.720524 -0.824754 -0.897472 -0.936854 -0.942298 -0.914408 -0.854949 -0.76676 -0.653623 -0.52011 -0.371405 -0.213106 -0.0510165 0.109063 0.261539 0.401216 0.523473 0.624411 0.700974 0.751037 0.773457 0.768094 0.735791 0.678317 0.598291 0.499061 0.384575 0.259227 0.127689 -0.00525826 -0.134897 -0.256737 -0.366667 -0.461094 -0.537053 -0.592303 -0.625382 -0.635646 -0.623269 -0.58922 -0.535207 -0.463603 -0.377346 -0.279825 -0.174751 -0.0660272 0.0423867 0.146606 0.242948 0.328051 0.398983 0.453352 0.489388 0.506023 0.502941 0.480602 0.440236 0.383791 0.313854 
19.5 -0.309017 -0.476278 -0.622826 -0.743983 -0.836076 -0.896543 -0.923996 -0.918243 -0.880267 -0.812163 -0.717039 -0.598881 -0.462396 -0.312822 -0.155739 0.0031424 0.15818 0.304002 0.435685 0.548921 0.640153 0.706683 0.746747 0.759556 0.745297 0.705109 0.641018 0.555844 0.453083 0.33677 0.211321 0.0813736 -0.0483889 -0.173398 -0.289359 -0.3924 -0.479192 -0.547058 -0.594052 -0.619009 -0.621565 -0.602158 -0.561987 -0.502956 -0.42759 -0.338931 -0.240423 -0.135785 -0.0288821 0.076411 0.176333 0.267364 0.346335 0.410545 0.457851 0.486754 0.496466 0.486948 0.458921 0.413843 
