0 0 0.362769 0.604717 0.85188 0.9622 0.998305 0.927122 0.789634 0.591375 0.347659 -0.0151723 -0.28851 -0.539453 -0.806246 -0.935544 -0.992669 -0.949883 -0.831842 -0.649765 -0.332283 -0.0619514 0.212995 0.550299 0.756059 0.903434 0.990305 0.966784 0.868775 0.636111 0.402602 0.138205 -0.226979 -0.483 -0.701649 -0.906544 -0.979934 
0.5 0.309017 0.63285 0.820968 0.971392 0.997695 0.947096 0.767647 0.562567 0.314255 0.0418715 -0.322382 -0.569096 -0.771809 -0.947335 -0.994811 -0.965596 -0.81215 -0.622744 -0.38546 -0.0266129 0.247476 0.502332 0.778704 0.917736 0.985964 0.958619 0.851481 0.678788 0.370229 0.103231 -0.171565 -0.5136 -0.726251 -0.88281 -0.984249 -0.972305 
1 0.587785 0.840983 0.956856 0.995818 0.935528 0.803179 0.533029 0.280432 0.00637372 -0.268015 -0.598035 -0.793976 -0.928615 -0.995692 -0.956699 -0.844003 -0.594917 -0.352689 -0.0834233 0.281662 0.532678 0.742497 0.930883 0.989579 0.971981 0.833097 0.652829 0.422358 0.0681059 -0.206245 -0.46454 -0.749946 -0.898411 -0.977555 -0.96561 -0.8695 
1.5 0.809017 0.966796 0.99908 0.922766 0.781786 0.580641 0.246234 -0.0291531 -0.302131 -0.551666 -0.815148 -0.941135 -0.994522 -0.946584 -0.824939 -0.639794 -0.31945 -0.0481093 0.22678 0.562366 0.765738 0.909981 0.991941 0.964555 0.862854 0.626026 0.390273 0.124584 -0.240684 -0.495532 -0.712043 -0.912882 -0.982629 -0.97661 -0.852449 -0.681583 
2 0.951057 0.997971 0.943508 0.759388 0.551517 0.301266 -0.0646638 -0.335885 -0.581062 -0.781316 -0.952468 -0.99617 -0.963077 -0.804817 -0.612428 -0.372957 -0.0127135 0.261179 0.514784 0.788022 0.923843 0.988389 0.955901 0.845114 0.669264 0.357675 0.0895149 -0.185385 -0.525913 -0.736313 -0.889847 -0.986458 -0.970659 -0.880068 -0.655845 -0.426947 
2.5 1 0.931458 0.795578 0.521675 0.267261 -0.007599 -0.369232 -0.609738 -0.803114 -0.934486 -0.996555 -0.953692 -0.83736 -0.584269 -0.339969 -0.0696127 0.295268 0.544902 0.752397 0.936541 0.991515 0.970048 0.826291 0.642946 0.410163 0.0543118 -0.220006 -0.477208 -0.759663 -0.905019 -0.980546 -0.963474 -0.863675 -0.697378 -0.395042 -0.130519 
3 0.951057 0.773768 0.569772 0.232897 -0.0431556 -0.31572 -0.637657 -0.823905 -0.946552 -0.996182 -0.943091 -0.817861 -0.629677 -0.306529 -0.0342306 0.240546 0.574346 0.775286 0.916361 0.993385 0.962131 0.856751 0.615797 0.377843 0.110912 -0.254367 -0.507991 -0.722317 -0.919052 -0.985135 -0.975262 -0.846177 -0.672149 -0.446425 -0.09557 0.178685 
3.5 0.809017 0.540335 0.288192 -0.0786784 -0.349348 -0.592936 -0.843664 -0.957423 -0.997334 -0.960364 -0.797312 -0.601971 -0.360356 0.00121582 0.274858 0.527158 0.797204 0.929779 0.990625 0.952989 0.838567 0.659589 0.345025 0.0757542 -0.199196 -0.538147 -0.74625 -0.896722 -0.988477 -0.968819 -0.874513 -0.646051 -0.414828 -0.151772 0.213257 0.470398 
4 0.587785 0.254011 -0.0215977 -0.382552 -0.621344 -0.812112 -0.967087 -0.997222 -0.950491 -0.830539 -0.573485 -0.327157 -0.0557613 0.308842 0.557042 0.762169 0.942026 0.993259 0.967919 0.819308 0.632918 0.397863 0.04048 -0.23375 -0.489806 -0.76925 -0.911461 -0.983349 -0.961144 -0.857669 -0.68816 -0.382685 -0.1169 0.157738 0.50121 0.716066 
4.5 0.309017 -0.0571772 -0.329273 -0.648979 -0.832518 -0.951792 -0.995845 -0.939406 -0.810607 -0.619416 -0.293523 -0.0203178 0.254292 0.586237 0.784699 0.922573 0.994635 0.959512 0.850467 0.605427 0.365314 0.0971905 -0.268028 -0.520374 -0.732469 -0.925053 -0.987452 -0.973719 -0.839726 -0.662564 -0.434446 -0.0818595 0.19247 0.451806 0.7401 0.89164 
