14.5 0.309017 0.615662 0.852688 0.991271 1.01394 0.916753 0.709939 0.416811 0.0711582 -0.286645 -0.614349 -0.872816 -1.03069 -1.06818 -0.979559 -0.773961 -0.474478 -0.115573 0.260887 0.610499 0.891567 1.07006 1.12373 1.04489 0.841433 0.536125 0.164029 -0.231502 -0.603871 -0.908726 -5.48338 8.18196 
15 1.60769e-07 0.339919 0.643237 0.873633 1.00303 1.01503 0.906925 0.69024 0.389468 0.0393273 -0.319242 -0.64386 -0.895712 -1.04419 -1.07058 -0.970457 -0.754311 -0.446495 -0.0824803 0.295223 0.642027 0.916521 1.08541 1.12757 1.03662 0.821914 0.507546 0.129677 -0.26762 -0.637497 -0.935849 -5.93813 
15.5 -0.309017 0.0309019 0.370821 0.670478 0.893949 1.01394 1.01514 0.896104 0.669654 0.361449 0.00711505 -0.351877 -0.673058 -0.917977 -1.05681 -1.07196 -0.960307 -0.733712 -0.417774 -0.048951 0.329641 0.673265 0.940846 1.09987 1.13034 1.02725 0.801381 0.478163 0.0948288 -0.303864 -0.67086 -0.962348 
16 -0.587785 -0.28114 0.062106 0.401692 0.697357 0.913608 1.02398 1.01425 0.88429 0.64819 0.332775 -0.025451 -0.38452 -0.701912 -0.939584 -1.06853 -1.0723 -0.949107 -0.712172 -0.388334 -0.0150127 0.364106 0.704181 0.964513 1.11341 1.13203 1.01677 0.779842 0.447995 0.0595122 -0.340202 -0.703926 
16.5 -0.809017 -0.565662 -0.252688 0.0935854 0.432503 0.723842 0.932584 1.03312 1.01236 0.871482 0.625861 0.303467 -0.0583428 -0.417138 -0.730389 -0.960504 -1.07933 -1.0716 -0.936858 -0.689704 -0.358197 0.0193057 0.398586 0.734741 0.98749 1.126 1.13263 1.00518 0.757308 0.417063 0.0237571 -0.376598 
17 -0.951056 -0.794813 -0.542747 -0.223682 0.125312 0.463222 0.749904 0.950853 1.04134 1.00947 0.857684 0.602679 0.273546 -0.0915316 -0.449698 -0.758458 -0.980708 -1.08919 -1.06984 -0.92356 -0.666318 -0.327385 0.0539747 0.433047 0.76491 1.00975 1.13762 1.13213 0.99249 0.733789 0.385391 -0.0124063 
17.5 -1 -0.946162 -0.779678 -0.519054 -0.194145 0.157258 0.493818 0.775513 0.968386 1.04864 1.00555 0.842897 0.578657 0.243034 -0.124988 -0.482169 -0.786087 -1.00017 -1.0981 -1.06701 -0.909215 -0.642028 -0.29592 0.0889642 0.467456 0.794656 1.03126 1.14826 1.13052 0.978687 0.7093 0.353 
18 -0.951057 -1.00489 -0.940289 -0.763617 -0.494597 -0.164099 0.189394 0.524261 0.800638 0.985161 1.05499 1.00061 0.827126 0.55381 0.211957 -0.158683 -0.514518 -0.813244 -1.01886 -1.10602 -1.06311 -0.893825 -0.616848 -0.263827 0.124243 0.501777 0.823943 1.05199 1.15789 1.12778 0.963777 0.683852 
18.5 -0.809017 -0.965261 -1.00886 -0.933432 -0.746635 -0.469394 -0.13357 0.22169 0.554518 0.82525 1.00115 1.06037 0.99463 0.810376 0.528154 0.180337 -0.192585 -0.546711 -0.839897 -1.03676 -1.11294 -1.05813 -0.877395 -0.590794 -0.231131 0.159781 0.535976 0.85274 1.07191 1.16649 1.12391 0.947764 
19 -0.587785 -0.83114 -0.978673 -1.01188 -0.925588 -0.72874 -0.443459 -0.102581 0.254117 0.584558 0.849319 1.01634 1.06477 0.987616 0.792652 0.501704 0.1482 -0.226663 -0.578716 -0.866015 -1.05383 -1.11886 -1.05206 -0.859929 -0.56388 -0.197856 0.195544 0.57002 0.881012 1.091 1.17403 1.1189 
19.5 -0.309017 -0.615662 -0.852688 -0.991271 -1.01394 -0.916753 -0.709939 -0.416811 -0.0711582 0.286645 0.614349 0.872816 1.03069 1.06818 0.979559 0.773961 0.474478 0.115573 -0.260887 -0.610499 -0.891567 -1.07006 -1.12373 -1.04489 -0.841433 -0.536125 -0.164029 0.231502 0.603871 0.908726 1.10923 1.18051 
