0.925 0.099 1.15582 1.185
0.93125 0.099 1.144 1.18625
0.9375 0.099 1.12769 1.1875
0.94375 0.099 1.106 1.18875
0.95 0.099 1.07807 1.19
0.95625 0.099 1.04321 1.19125
0.9625 0.099 1.00102 1.1925
0.96875 0.099 0.95148 1.19375
0.975 0.099 0.895023 1.195
0.98125 0.099 0.832608 1.19625
0.9875 0.099 0.765678 1.1975
0.99375 0.099 0.696092 1.19875
1 0.099 0.625976 1.2
1.00625 0.099 0.557541 1.20125
1.0125 0.099 0.492874 1.2025
1.01875 0.099 0.433754 1.20375
1.025 0.099 0.381494 1.205
1.03125 0.099 0.336859 1.20625
1.0375 0.099 0.300053 1.2075
1.04375 0.099 0.270775 1.20875
1.05 0.099 0.248327 1.21
1.05625 0.099 0.231754 1.21125
1.0625 0.099 0.219983 1.2125
1.06875 0.099 0.211949 1.21375
1.075 0.099 0.206686 1.215
1.08125 0.099 0.203381 1.21625
1.0875 0.099 0.201394 1.2175
1.09375 0.099 0.200252 1.21875
1.1 0.099 0.199625 1.22
1.10625 0.099 0.199298 1.22125
1.1125 0.099 0.199135 1.2225
1.11875 0.099 0.199058 1.22375
1.125 0.099 0.199024 1.225
1.13125 0.099 0.199009 1.22625
1.1375 0.099 0.199003 1.2275
1.14375 0.099 0.199001 1.22875
1.15 0.099 0.199 1.23
1.15625 0.099 0.199 1.23125
1.1625 0.099 0.199 1.2325
1.16875 0.099 0.199 1.23375
1.175 0.099 0.199 1.235
1.18125 0.099 0.199 1.23625
1.1875 0.099 0.199 1.2375
1.19375 0.099 0.199 1.23875
1.2 0.099 0.199 1.24
1.20625 0.099 0.199 1.24125
1.2125 0.099 0.199 1.2425
1.21875 0.099 0.199 1.24375
1.225 0.099 0.199 1.245
1.23125 0.099 0.199 1.24625
1.2375 0.099 0.199 1.2475
1.24375 0.099 0.199 1.24875
1.25 0.099 0.199 1.25
1.25625 0.099 0.199 1.25125
1.2625 0.099 0.199 1.2525
1.26875 0.099 0.199 1.25375
1.275 0.099 0.199 1.255
1.28125 0.099 0.199 1.25625
1.2875 0.099 0.199 1.2575
1.29375 0.099 0.199 1.25874
1.3 0.099 0.199 1.25999
1.30625 0.099 0.199 1.26123
1.3125 0.099 0.199 1.26247
1.31875 0.099 0.199 1.26369
1.325 0.099 0.199 1.2649
1.33125 0.099 0.199 1.26609
1.3375 0.099 0.199 1.26723
1.34375 0.099 0.199 1.26831
1.35 0.099 0.199 1.2693
1.35625 0.099 0.199 1.27014
1.3625 0.099 0.199 1.27078
1.36875 0.099 0.199 1.27112
1.375 0.099 0.199 1.27104
1.38125 0.099 0.199 1.27037
1.3875 0.099 0.199 1.26892
1.39375 0.099 0.199 1.26643
1.4 0.099 0.199 1.26257
1.40625 0.099 0.199 1.25697
1.4125 0.099 0.199 1.24921
1.41875 0.099 0.199 1.23883
1.425 0.099 0.199 1.22531
1.43125 0.099 0.199 1.20815
1.4375 0.099 0.199 1.1869
1.44375 0.099 0.199 1.16113
1.45 0.099 0.199 1.13056
1.45625 0.099 0.199 1.09503
1.4625 0.099 0.199 1.05459
1.46875 0.099 0.199 1.0095
1.475 0.099 0.199 0.960228
1.48125 0.099 0.199 0.907496
1.4875 0.099 0.199 0.852211
1.49375 0.099 0.199 0.795443
1.5 0.099 0.199 0.738363
1.50625 0.099 0.199 0.682173
1.5125 0.099 0.199 0.62803
1.51875 0.099 0.199 0.57698
1.525 0.099 0.199 0.529889
1.53125 0.099 0.199 0.487405
1.5375 0.099 0.199 0.449931
1.54375 0.099 0.199 0.417621
1.55 0.099 0.199 0.390403
1.55625 0.099 0.199 0.368006
1.5625 0.099 0.199 0.35001
1.56875 0.099 0.199 0.335898
1.575 0.099 0.199 0.3251
1.58125 0.099 0.199 0.317043
1.5875 0.099 0.199 0.311182
1.59375 0.099 0.199 0.307028
1.6 0.099 0.199 0.30416
1.60625 0.099 0.199 0.302233
1.6125 0.099 0.199 0.300973
1.61875 0.099 0.199 0.300172
1.625 0.099 0.199 0.299678
1.63125 0.099 0.199 0.299381
