-10 994348 12.9559 1.21691 115123
-9.8 994348 12.9559 1.21691 115123
-9.6 992122 12.9385 1.69774 115020
-9.4 989216 12.9157 2.32653 114885
-9.2 985502 12.8866 3.13237 114713
-9 980850 12.8501 4.1449 114496
-8.8 975141 12.8051 5.3929 114229
-8.6 968267 12.7509 6.90292 113906
-8.4 960146 12.6866 8.69798 113523
-8.2 950719 12.6117 10.7965 113076
-8 939959 12.5259 13.2117 112562
-7.8 927871 12.429 15.9512 111981
-7.6 914488 12.3211 19.0172 111332
-7.4 899869 12.2025 22.4068 110617
-7.2 884097 12.0737 26.1128 109838
-7 867273 11.9353 30.1241 108997
-6.8 849506 11.7879 34.4273 108099
-6.6 830916 11.6324 39.0067 107147
-6.4 811625 11.4695 43.8454 106146
-6.2 791752 11.3 48.9262 105099
-6 771413 11.1248 54.2315 104012
-5.8 750719 10.9446 59.7444 102889
-5.6 729774 10.7602 65.4483 101733
-5.4 708672 10.5721 71.3278 100548
-5.2 687499 10.3812 77.3681 99338.2
-5 666333 10.1879 83.5556 98106.5
-4.8 645244 9.99282 89.8777 96856.1
-4.6 624293 9.79644 96.3228 95589.8
-4.4 603535 9.5992 102.88 94310.2
-4.2 583018 9.40152 109.54 93019.8
-4 562784 9.20378 116.292 91720.6
-3.8 542869 9.00631 123.128 90414.8
-3.6 523307 8.80944 130.041 89104.4
-3.4 504124 8.61346 137.021 87791.2
-3.2 485347 8.41867 144.06 86477
-3 467000 8.22533 151.151 85163.7
-2.8 449103 8.03373 158.284 83853.2
-2.6 431679 7.84418 165.449 82547.6
-2.4 414750 7.657 172.633 81249.2
-2.2 398342 7.47257 179.822 79960.8
-2 382486 7.29138 186.996 78685.9
-1.8 367221 7.11401 194.13 77429
-1.6 352601 6.94131 201.187 76196.3
-1.4 338705 6.77441 208.114 74996.6
-1.2 325646 6.615 214.833 73842.7
-1 313595 6.46557 221.228 72753.6
-0.8 302809 6.32981 227.121 71757.9
-0.6 293655 6.21301 232.256 70896.7
-0.4 286588 6.12176 236.308 70222
-0.2 281962 6.06133 239.001 69777.2
0 279575 6.02962 240.395 69550.4
0.2 278451 6.01415 241.043 69448.9
0.4 277681 6.00318 241.481 69383.4
0.6 277128 5.99493 241.787 69340.7
0.8 276719 5.98842 242.007 69313.6
1 276408 5.98302 242.168 69298
1.2 276166 5.97833 242.286 69291.6
1.4 275974 5.974 242.372 69293.7
1.6 275818 5.96963 242.435 69305.3
1.8 275689 5.96468 242.481 69330.4
2 275580 5.95823 242.513 69378
2.2 275486 5.94872 242.535 69465.1
2.4 275402 5.93361 242.549 69620.9
2.6 275327 5.90916 242.556 69889.9
2.8 275258 5.87027 242.558 70335.2
3 275193 5.81071 242.555 71039.3
3.2 275131 5.72376 242.549 72102.4
3.4 275073 5.60317 242.539 73638.6
3.6 275017 5.44439 242.526 75770.6
3.8 274963 5.24586 242.511 78622.8
4 274911 5.00977 242.494 82312.3
4.2 274861 4.74238 242.474 86937.6
4.4 274813 4.45347 242.453 92561.4
4.6 274768 4.15519 242.43 99189.5
4.8 274724 3.86047 242.406 106745
5 274682 3.58138 242.379 115046
5.2 274641 3.32776 242.351 123796
5.4 274601 3.10627 242.321 132603
5.6 274561 2.92021 242.289 141032
5.8 274522 2.76969 242.255 148675
6 274481 2.6523 242.218 155232
6.2 274439 2.56397 242.179 160555
6.4 274395 2.49979 242.137 164650
6.6 274348 2.45472 242.092 167645
6.8 274298 2.4241 242.043 169732
7 274243 2.40394 241.989 171121
7.2 274182 2.39104 241.929 172006
7.4 274112 2.38299 241.861 172543
7.6 274029 2.37802 241.78 172851
7.8 273926 2.3749 241.678 173013
8 273790 2.37278 241.542 173082
8.2 273602 2.37106 241.347 173088
8.4 273327 2.36926 241.051 173045
8.6 272909 2.36692 240.575 172952
8.8 272253 2.36344 239.788 172791
9 271184 2.35784 238.481 172520
9.2 269380 2.34843 236.332 172059
9.4 266276 2.33219 232.863 171261
9.6 260989 2.30439 227.334 169886
9.8 260989 2.30439 227.334 169886
